SP,MAX_LENGTH,MIN_LENGTH,AVG_LENGTH
Regulus_ignicapilla,1143,695,978.333333333333
Regulus_madeirensis,1143,873,1125
Regulus_regulus,1143,578,782.282051282051
Regulus_satrapa,1041,301,774
Remiz_macronyx,843,799,836
Remiz_pendulinus,1017,733,845.171428571429
Rhegmatorhina_berlepschi,1050,991,1040.8125
Rhegmatorhina_cristata,1050,1039,1044.22222222222
Rhegmatorhina_gymnops,1050,399,882.617021276596
Rhegmatorhina_hoffmannsi,1050,856,1042.53125
Rhegmatorhina_melanosticta,1050,947,1044.13953488372
Rhipidura_javanica,1143,1045,1140.60975609756
Rhopocichla_atriceps,1143,1051,1135.92307692308
Rostratula_benghalensis,1143,345,910.5
Rowettia_goughensis,1041,510,598.5
Saltator_coerulescens,1143,839,1025
Saltator_grossus,1143,1011,1073.5
Saltator_maximus,1143,175,1021.44444444444
Saxicola_caprata,1143,915,1051.5
Saxicola_dacotiae,958,364,797.142857142857
Saxicola_ferreus,1143,484,959.571428571429
Saxicola_torquatus,1143,891,968
Schiffornis_turdina,1041,463,981.764102564103
Schiffornis_virescens,1050,840,1015.48275862069
Sclerurus_albigularis,1022,1022,1022
Sclerurus_caudacutus,1022,1022,1022
Sclerurus_guatemalensis,1022,1022,1022
Sclerurus_mexicanus,1047,999,1025.89830508475
Sclerurus_rufigularis,1041,712,1004.03448275862
Sclerurus_scansor,1046,832,1034.14285714286
Scolopax_minor,1143,630,686.4
Scolopax_rusticola,1143,300,768.979591836735
Scytalopus_pachecoi,460,450,455.866666666667
Scytalopus_speluncae,510,447,493.314285714286
Seicercus_affinis,1143,668,958.625
Seicercus_omeiensis,1038,658,700.727272727273
Seicercus_soror,1038,668,753.384615384615
Seicercus_tephrocephalus,1038,658,825.142857142857
Seicercus_valentini,1143,659,833
Seicercus_whistleri,1038,668,837.153846153846
Selenidera_gouldii,1048,361,664
Sheppardia_aurantiithorax,1143,846,1061.375
Sheppardia_cyornithopsis,1143,998,1092
Sialia_sialis,1076,358,846.714285714286
Sitta_europaea,1143,674,1032.875
Sitta_pygmaea,1143,491,1133.25974025974
Sittasomus_griseicapillus,999,231,858.5
Somateria_spectabilis,987,549,585.5
Spheniscus_demersus,1143,921,1113.25
Spheniscus_humboldti,1143,771,1056.35294117647
Spheniscus_magellanicus,1143,771,980.7
Spheniscus_mendiculus,1143,771,858
Sphyrapicus_ruber,1042,1029,1041.53571428571
Sphyrapicus_varius,1143,358,942.857142857143
Spizella_breweri,1032,433,931.6
Spizixos_semitorques,1143,977,979.72131147541
Sporophila_bouvreuil,1143,303,753.111111111111
Sporophila_caerulescens,1143,303,722.4
Sporophila_cinnamomea,1041,303,618.125
Sporophila_collaris,1143,303,886.111111111111
Sporophila_hypoxantha,1143,303,836.424242424242
Sporophila_melanogaster,1041,303,841.777777777778
Sporophila_minuta,1143,303,745.666666666667
Sporophila_palustris,1143,303,797.333333333333
Sporophila_ruficollis,1045,303,736
Stachyris_chrysaea,1143,477,1047.85714285714
Stachyris_nigriceps,1143,477,1032.85714285714
Stachyris_ruficeps,1143,477,948.339130434783
Stephanoaetus_coronatus,1107,264,533.666666666667
Stercorarius_longicaudus,1020,734,958.25
Sterna_bengalensis,1031,306,371.909090909091
Sterna_hirundo,1143,280,424.25
Sterna_sandvicensis,1143,291,542.666666666667
Stigmatopelia_chinensis,1143,419,832.714285714286
Stiphrornis_erythrothorax,1143,483,1019.36
Stipiturus_malachurus,281,281,281
Streptopelia_turtur,1068,736,893.591836734694
Strix_uralensis,1143,300,695.625
Strophocincla_cachinnans,1065,1065,1065
Strophocincla_fairbanki,1065,636,993.5
Sturnella_loyca,1143,739,979
Sturnella_magna,1143,1094,1141.54347826087
Sturnella_neglecta,1143,881,1095.36363636364
Sturnus_vulgaris,1143,302,801.166666666667
Sula_dactylatra,1143,450,594.428571428572
Sula_granti,1018,330,716.111111111111
Sula_leucogaster,807,450,658.25
Surnia_ulula,1041,258,607.571428571429
Sylvia_atricapilla,1143,311,927.064516129032
Sylvia_borin,1143,724,983.833333333333
Sylvia_cantillans,1143,227,810.626865671642
Sylvia_communis,1143,998,1046.5
Sylvia_conspicillata,1143,690,950.571428571429
Sylvia_curruca,1143,464,1032.59701492537
Sylvia_melanocephala,1143,836,932.875
Sylvia_sarda,1106,537,684.285714285714
Sylvietta_rufescens,1012,539,939.928571428571
Sylvietta_virens,1018,975,1014.92857142857
Sylvietta_whytii,1010,994,1006.44444444444
Sylviparus_modestus,1143,948,1111
Synallaxis_infuscata,1002,993,998.833333333333
Synallaxis_ruficapilla,1002,924,990.5
Synallaxis_whitneyi,1002,996,1001
Syrmaticus_ellioti,1143,1143,1143
Tachymarptis_melba,1143,602,862.214285714286
Tachyphonus_coronatus,1142,722,971.509090909091
Tachyphonus_rufus,1143,984,1107.5
Tangara_cayana,1143,407,512.142857142857
Tangara_cyanicollis,1143,630,1052.22448979592
Tangara_gyrola,1143,630,1026.84375
Taraba_major,1045,977,1000.35714285714
Tarsiger_cyanurus,1143,646,1114.90697674419
Terpsiphone_cinnamomea,1143,364,789.333333333333
Terpsiphone_mutata,1031,602,725
Terpsiphone_paradisi,1143,594,782.416666666667
Terpsiphone_rufiventer,1031,591,886.5
Terpsiphone_viridis,1031,496,700.4
Tersina_viridis,1143,520,969.074074074074
Tetrao_tetrix,1143,385,575.5
Tetrao_urogallus,1143,300,567.090909090909
Tetraogallus_himalayensis,1143,535,628.866666666667
Tetraogallus_tibetanus,1143,535,719.869565217391
Thamnophilus_aethiops,1045,992,993.358974358974
Thamnophilus_ambiguus,837,837,837
Thamnophilus_caerulescens,1143,837,926.801526717557
Thamnophilus_doliatus,1045,378,912.285714285714
Thamnophilus_pelzelni,837,837,837
Thamnophilus_unicolor,1045,992,1000.57142857143
Thraupis_episcopus,1143,428,942.25
Threskiornis_aethiopicus,1143,300,499.428571428572
Tiaris_bicolor,1143,864,920.235294117647
Tiaris_olivaceus,1092,717,942.625
Tityra_inquisitor,1097,375,1004.66666666667
Tityra_semifasciata,1039,483,1017.41666666667
Tockus_erythrorhynchus,1143,354,566.1
Toxostoma_curvirostre,433,399,432.349397590362
Toxostoma_redivivum,1143,433,1097.33333333333
Tragopan_temminckii,1143,850,1094.16666666667
Troglodytes_aedon,1045,483,718
Troglodytes_troglodytes,1143,879,968.088888888889
Trogon_collaris,1143,1034,1049.57142857143
Trogon_rufus,1143,930,1023.91428571429
Tryngites_subruficollis,1005,552,886.597402597403
Turdus_assimilis,1099,1000,1090.19047619048
Turdus_daguae,1099,1097,1098.16666666667
Turdus_falcklandii,1038,698,735.928571428572
Turdus_leucomelas,1038,405,580.428571428571
Turdus_lherminieri,1038,922,980
Turdus_merula,1143,662,732.773333333333
Turdus_migratorius,1143,302,976.518518518519
Turdus_naumanni,1143,598,902.666666666667
Turdus_pallidus,1038,275,643.857142857143
Turdus_philomelos,1143,484,968.857142857143
Turdus_poliocephalus,1038,972,1016.1
Turdus_rufopalliatus,1143,956,1138.84444444444
Turdus_torquatus,1038,331,367.357142857143
Tyto_alba,1143,300,601
Upupa_epops,1143,830,1130.10526315789
Uragus_sibiricus,1143,673,969.083333333333
Uria_aalge,1143,300,869.125
Uria_lomvia,1143,276,509.714285714286
Urosphena_squameiceps,1143,710,1063
Vireo_cassinii,1143,273,1101.57142857143
Vireo_olivaceus,1143,262,606.875
Vireo_plumbeus,1143,1143,1143
Vireo_solitarius,1143,273,969
Volatinia_jacarina,1143,303,835.454545454546
Willisornis_poecilinotus,1045,363,859.072463768116
Wilsonia_pusilla,1143,316,363.171428571429
Xenopipo_atronitens,425,375,408.333333333333
Xenops_minutus,1041,501,989.223255813954
Xiphirhynchus_superciliaris,1143,681,1039.3
Xiphorhynchus_elegans,1026,949,998.270833333333
Xiphorhynchus_erythropygius,999,955,986.714285714286
Xiphorhynchus_fuscus,1143,209,978.102564102564
Xiphorhynchus_guttatus,1035,645,755.235294117647
Xiphorhynchus_obsoletus,1004,238,979.90625
Xiphorhynchus_ocellatus,1034,978,986.4375
Xiphorhynchus_pardalotus,1058,964,984.6
Xiphorhynchus_spixii,1058,238,972.266666666667
Xiphorhynchus_susurrans,1028,918,998.763157894737
Yuhina_flavicollis,1143,477,968.333333333333
Zenaida_macroura,1143,202,593.75
Zonotrichia_albicollis,1143,358,893.666666666667
Zonotrichia_atricapilla,1143,431,483.5
Zonotrichia_leucophrys,1143,432,489.291666666667
Zoothera_citrina,1143,868,971.444444444444
Zoothera_dauma,1143,646,1093.2
Zoothera_mollissima,1086,415,1013.21052631579
Zosterops_abyssinicus,1143,311,1082.3
Zosterops_erythropleurus,1143,311,897.571428571429
Zosterops_flavifrons,308,305,306.837837837838
Zosterops_japonicus,1143,307,943.461538461538
Zosterops_lateralis,1143,278,328.514285714286
Zosterops_luteus,305,305,305
Zosterops_maderaspatanus,1143,307,446.944444444445
Zosterops_palpebrosus,1143,307,583.711111111111
Zosterops_poliogastrus,1143,311,1049.46153846154
Zosterops_senegalensis,1143,282,879.096774193548
Zosterops_xanthochroa,305,305,305
